词条ID,分类列表,英文原文,润色前,润色后,命中原因,来源文件示例
T001437,角色人物,"So here I am now, drinking to my poor cousin's memory, and looking for a bit of honest work. Well, it needn't be too honest, I suppose. I have a few skills that might be of use - among other things, if you ever happen to acquire any contraband you wish to sell, I reckon I can spot you a good price in the markets.",所以我如今在此，饮酒悼念我可怜的堂表亲，找点正经活干。嗯，也不必太正经，我想。我有些本事或许有用——比如，你若碰巧弄到违禁品想卖，我估摸能在市场上给你个好价钱。,所以我如今在此，饮酒悼念我可怜的堂表亲，找点正经活干。嗯，也不必太正经，我想。我有些本事或许有用——比如，你如果碰巧弄到违禁品想卖，我估摸能在市场上给你个好价钱。,翻译腔命中：若,SandBox/ModuleData/wanderer_strings.xml
T001477,角色人物,"At any rate the enemy came down upon us, and the Vlandian host was scattered. I do not care to rejoin such miscreants, but if another captain were gracious enough to take me on, I would be pleased to add to my glory in his service.",无论如何，敌人向我们扑来，弗兰迪亚大军溃散了。我不愿再追随那帮恶徒，但若有另一位队长愿意收留我，我乐意在他的麾下增添荣耀。,无论如何，敌人向我们扑来，弗兰迪亚大军溃散了。我不愿再追随那帮恶徒，但如果有另一位队长愿意收留我，我乐意在他手下增添荣耀。,翻译腔命中：若、麾下,SandBox/ModuleData/wanderer_strings.xml
T001482,角色人物,"My first foray into war, we were pursued by a force of imperial cavalry twice our number. One man was needed to stay behind and hold a ford, so that the rest could escape. The others had families, so I chose to be that one, as I could think of none who would mourn me.",我第一次上战场，我们被一支数量两倍于我们的帝国骑兵追击。需要一个人留下来守住渡口，好让其他人逃脱。其他人都有家室，所以我选择了留下，因为我想不出谁会为我哀悼。,我第一次上战场，我们被一支数量两倍对我们的帝国骑兵追击。需要一个人留下来守住渡口，好让其他人逃脱。其他人都有家室，所以我选择了留下，因为我想不出谁会为我哀悼。,翻译腔命中：于我,SandBox/ModuleData/wanderer_strings.xml
T001498,角色人物,"Anyway, that's all I'll say about my line of work - unless, of course, you'd care to make a down payment on my services. Then we can talk more.",总之，关于我的行当，我就说这么多——当然，除非你愿意为我的服务付个定金。那样的话，我们可以多聊聊。,总之，关对我的行当，我就说这么多——当然，除非你愿意付点定金雇我。那样的话，我们可以多聊聊。,翻译腔命中：于我,SandBox/ModuleData/wanderer_strings.xml
T001525,角色人物,"I left the woods, but I spent enough time with the bandits to learn a bit of woodcraft. Now I help lords hunt them. If I must choose between two evils, I will work for the one that pays better. But I also have an outstanding debt with the landlord. Perhaps some day I will be able to settle it.",我离开了森林，但和匪徒待得够久，学了些林间技艺。如今我帮领主追猎他们。若必须在两恶中选一，我选报酬高的。但我也欠地主一笔债。或许有朝一日能还清。,我离开了森林，但和匪徒待得够久，学了些林间技艺。如今我帮领主追猎他们。如果必须在两恶中选一，我选报酬高的。但我也欠地主一笔债。或许有朝一日能还清。,翻译腔命中：若,SandBox/ModuleData/wanderer_strings.xml
T001566,角色人物,"I'm a gamekeeper by trade, but I haven't found a master I care to work for. I expect there are many of us around, these days.",我本职是猎场看守，但还没找到愿意效劳的主人。我想如今我们这样的人不少。,我本职是猎场看守，但还没找到愿意效力的主人。我想如今我们这样的人不少。,翻译腔命中：效劳,SandBox/ModuleData/wanderer_strings.xml
T001574,角色人物,"I was the son of a slave, but my father bought me my freedom and an apprenticeship with a healer. I could make a lot of money as a doctor if I came from a well-known family that would attract patients. But I don't, so I offer my skills to war-leaders, who cannot afford to be so picky.",我曾是奴隶之子，但父亲为我赎身，并让我拜师学医。若我出身名门，能吸引病患，行医定能赚得盆满钵满。可惜并非如此，所以我将技艺献给那些无法挑剔的战争领袖。,我曾是奴隶的儿子，但父亲为我赎身，并让我拜师学医。如果我出身名门，能吸引病患，行医定能赚得盆满钵满。可惜并非如此，所以我把技艺献给那些无法挑剔的战争领袖。,翻译腔命中：之子、若,SandBox/ModuleData/wanderer_strings.xml
T001598,角色人物,"I am a sword for hire. Some think us scum but I have my own code of honor. If I kill a man, it must be in a fair fight. My last employer asked me to do something dishonorable, so now I am looking for a new employer.",我乃佣兵，有人视我等为渣滓，但我自有荣誉准则。若杀人，必是公平决斗。上一位雇主命我做不荣誉之事，故我另寻新主。,我是佣兵，有人视我等为渣滓，但我自有荣誉准则。如果杀人，必是公平决斗。上一位雇主让我做不荣誉之事，所以我另寻新主。,翻译腔命中：若,SandBox/ModuleData/wanderer_strings.xml
T001602,角色人物,I told the captain that I couldn't do these things. The alley people - they had to trust me. The captain didn't take 'no' for an answer. He pressured me. He threatened my father. What could I do? I couldn't betray my people but I couldn't betray my father either. I took my family and left.,我告诉队长我不能做这些事。巷子里的人们——他们必须信任我。队长不接受‘不’字。他施压于我，威胁我父亲。我能如何？我不能背叛我的人，也不能背叛我父亲。我带着家人离开了。,我告诉队长我不能做这些事。巷子里的人们——他们必须信任我。队长不接受‘不’字。他对我施压，威胁我父亲。我能如何？我不能背叛我的人，也不能背叛我父亲。我带着家人离开了。,翻译腔命中：于我,SandBox/ModuleData/wanderer_strings.xml
T001614,角色人物,"I kill for a living. If you want me to kill for you, pay me what I'm worth. If you don't, then don't waste my time.",我以杀人为生。若想让我为你杀人，就付我应得的报酬。否则，别浪费我时间。,我以杀人为生。如果你想让我为你杀人，就付我应得的报酬。否则，别浪费我时间。,翻译腔命中：若,SandBox/ModuleData/wanderer_strings.xml
T001618,角色人物,"I am {MET_WANDERER.FIRSTNAME}, prince of the wastelands, lord of solitude, master of emptiness. If you wish to know my other names, you may ask my kinsmen, the leopard, the hyena and the gazelle..",我是{MET_WANDERER.FIRSTNAME}，荒原王子，孤寂之主，空虚之师。若想知道我的其他名号，可问我的亲族——豹、鬣狗与瞪羚。,我是{MET_WANDERER.FIRSTNAME}，荒原王子，孤寂之主，空虚之师。想知道我的其他名号，就去问我的亲族——豹、鬣狗与羚羊。,翻译腔命中：若,SandBox/ModuleData/wanderer_strings.xml
T001624,角色人物,"I was part of a clan that lived beyond the mountains to the south. We came under pressure from our neighbors, who wanted to take our lush grazing grounds in the foothills. We were an ancient clan, that valued its name, but in this generation we have been short of men, so I fought alongside my brothers - indeed, I slew our enemies' champion in single combat. That stopped the pressure on our lands, but not the violence.",我曾属于一个生活在南方群山之外的部族。邻族觊觎我们在山麓的丰美草场，向我们施压。我们是个古老的部族，珍视名誉，但这一代人丁稀少，所以我与兄弟们并肩作战——我甚至在单挑中斩杀了敌方的勇士。这止住了对我们土地的压迫，但未能平息暴力。,我曾属于一个生活在南方群山之外的部族。邻族觊觎我们在山麓的丰美草场，向我们施压。我们是个古老的部族，珍视名誉，但这一代人丁稀少，所以我与兄弟们并肩作战——我甚至在单挑中斩杀了敌方的勇士。这止住了对我们土地的压迫，但没能平息暴力。,翻译腔命中：未能、甚,SandBox/ModuleData/wanderer_strings.xml
T001637,角色人物,"Well... Even now I feel I made a wise choice to buy the pepper -- wise, but unlucky. Such is fortune! Had I not seized this opportunity, other merchants would have mocked me, a woman who lacked the daring to succeed in a man's trade. Instead they mock a rash woman who lacked a man's judgment. And here I am, looking for work.",嗯……即便现在，我仍觉得买胡椒是明智之举——明智，但不幸。命运如此！若我未抓住这个机会，其他商贾会嘲笑我，一个缺乏勇气在男人行当里成功的女人。如今他们嘲笑一个鲁莽、缺乏男人判断力的女人。而我就在这里，寻找工作。,嗯……即便现在，我仍觉得买胡椒是明智之举——明智，但不幸。命运如此！如果我没抓住这个机会，其他商贾会嘲笑我，一个缺乏勇气在男人行当里成功的女人。如今他们嘲笑一个鲁莽、缺乏男人判断力的女人。而我就在这里，寻找工作。,翻译腔命中：若,SandBox/ModuleData/wanderer_strings.xml
