术语ID,优先级,术语类型,英文术语,统一中文译名,分类列表,模块列表,出现次数,来源文件示例,备注
G00155,P0,舰船航海,Crocodile,克罗科代尔号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00156,P0,舰船航海,Crowd on the Sail,克劳德·昂·塞勒,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00157,P0,舰船航海,Cunning Tarsil,坎宁·塔西尔,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00158,P0,舰船航海,Currach Sailors,库拉赫·塞勒斯,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00159,P0,舰船航海,Cut Loose,卡特·卢斯,舰船航海,NavalDLC,1,NavalDLC/ModuleData/module_strings.xml,文化称呼与专名音译修订
G00160,P0,舰船航海,Cut Ships Loose,卡特·希普斯·卢斯,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00161,P0,舰船航海,Death's Harbringer,戴斯·哈布林杰,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00162,P0,舰船航海,Deck,德克,舰船航海,NavalDLC,1,NavalDLC/ModuleData/module_strings.xml,文化称呼与专名音译修订
G00163,P0,舰船航海,Deck Tent,德克·滕特,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_upgrade_pieces.xml,文化称呼与专名音译修订
G00164,P0,舰船航海,Defeat Corsairs in Skatrias,迪菲特·科塞尔斯·因·斯卡特里亚斯,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00165,P0,舰船航海,Defeat Fahda's consorts,迪菲特·法赫达·康索茨,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00166,P0,舰船航海,Defeat Purig - Duel,击败普里格——决斗,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00167,P0,舰船航海,Defeat Purig's crew,击败普里格的船员,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00168,P0,舰船航海,Defeat the Enemy Crew,击败敌方船员,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00169,P0,舰船航海,Defeat the Reinforcements,击败援军,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00170,P0,舰船航海,Defeat the Sea Hound fleet,击败海狼舰队,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00171,P0,舰船航海,Defeat the Sea Hounds,击败海狼,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00172,P0,舰船航海,Defeated corsair parties,被击败的海盗队伍,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00173,P0,舰船航海,Defend Ship,防御舰船,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC_View.xml,文化称呼与专名音译修订
G00174,P0,舰船航海,Delegate Command,委任指挥,舰船航海,NavalDLC,1,NavalDLC/ModuleData/module_strings.xml,文化称呼与专名音译修订
G00175,P0,舰船航海,Destiny,命运,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00176,P0,舰船航海,Destroy the Mangonels,摧毁投石机,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00177,P0,舰船航海,Devouring Wolf,噬狼,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00178,P0,舰船航海,Dhow,三角帆船,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_hulls.xml,文化称呼与专名音译修订
G00179,P0,舰船航海,Diamond,钻石,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00180,P0,舰船航海,Discard,丢弃,舰船航海,NavalDLC,1,NavalDLC/ModuleData/module_strings.xml,文化称呼与专名音译修订
G00181,P0,舰船航海,Djinn's Cavalcade,巨灵巡游,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00182,P0,舰船航海,Djinn-King,金恩金,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00183,P0,舰船航海,Dockers,码头工人,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00184,P0,舰船航海,Dogfish,星鲨,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00185,P0,舰船航海,Dolphin,海豚,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00186,P0,舰船航海,Dornal of the Harp,竖琴手多尔纳,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00187,P0,舰船航海,Draconopedes,龙足,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00188,P0,舰船航海,Drakkar,龙头战船,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_hulls.xml,文化称呼与专名音译修订
G00189,P0,舰船航海,Draugr,尸鬼,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00190,P0,舰船航海,Dromakion,德罗马基翁,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_hulls.xml,文化称呼与专名音译修订
G00191,P0,舰船航海,Dromon,德罗蒙战舰,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_hulls.xml,文化称呼与专名音译修订
G00192,P0,舰船航海,Eagle,雄鹰,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00193,P0,舰船航海,Eastern Basic Tent,东方基础帐篷,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_upgrade_pieces.xml,文化称呼与专名音译修订
G00194,P0,舰船航海,Eastern Exquisite Tent,东方精制帐篷,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_upgrade_pieces.xml,文化称呼与专名音译修订
G00195,P0,舰船航海,Eastern Galley,东方桨帆船,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_hulls.xml,文化称呼与专名音译修订
G00196,P0,舰船航海,Eastern Ornate Tent,东方华丽帐篷,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_upgrade_pieces.xml,文化称呼与专名音译修订
G00197,P0,舰船航海,Eel-Feeder,饲鳗者,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00198,P0,舰船航海,Efficient Captain,干练船长,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00199,P0,舰船航海,Elephant,巨象,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00200,P0,舰船航海,Emerald,翡翠,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00201,P0,舰船航海,Enemy of the Wood,林木之敌,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00202,P0,舰船航海,Enter the hold,进入船舱,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00203,P0,舰船航海,Equipped,已装备,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC_ViewModelCollection.xml,文化称呼与专名音译修订
G00204,P0,舰船航海,Escape Captivity,逃离囚禁,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00205,P0,舰船航海,Escape Zone,逃离区域,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00206,P0,舰船航海,Escort the Vlandian Merchants,护送瓦兰迪亚商人,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00207,P0,舰船航海,Exit Story Mode,退出故事模式,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00208,P0,舰船航海,Fahda's Consort,法赫达的护卫舰,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00209,P0,舰船航海,Fahda's Corsairs,法赫达的海盗,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00210,P0,舰船航海,Fahda's Ship,法赫达之舰,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00211,P0,舰船航海,Falcon,猎隼,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00212,P0,舰船航海,Feather of Truth,真理之羽,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00213,P0,舰船航海,Ferret,雪貂,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00214,P0,舰船航海,Ferryman,渡夫,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00215,P0,舰船航海,Fighting Cockerel,斗鸡,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00216,P0,舰船航海,Figurehead,船首像,舰船航海,NavalDLC,1,NavalDLC/ModuleData/module_strings.xml,文化称呼与专名音译修订
G00217,P0,舰船航海,Find your sister,寻找你的姐妹,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00218,P0,舰船航海,Fine Honed Boarding Weapons,精磨接舷武器,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_upgrade_pieces.xml,文化称呼与专名音译修订
G00219,P0,舰船航海,Fire Grapeshot Ballista,火焰霰弹弩炮,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_upgrade_pieces.xml,文化称呼与专名音译修订
G00220,P0,舰船航海,Fire Pot Ballista,火罐弩炮,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_upgrade_pieces.xml,文化称呼与专名音译修订
G00221,P0,舰船航海,Fishing Ship,渔船,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_hulls.xml,文化称呼与专名音译修订
G00222,P0,舰船航海,Fleet Commander,舰队指挥官,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00223,P0,舰船航海,Fleet Condition,舰队状态,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC_ViewModelCollection.xml,文化称呼与专名音译修订
G00224,P0,舰船航海,Flower,繁花,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00225,P0,舰船航海,Foe-Scatterer,破敌者,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00226,P0,舰船航海,Follow Gunnar into the water,跟随贡纳尔入水,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00227,P0,舰船航海,Forceful,强力,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00228,P0,舰船航海,Fore,船首,舰船航海,NavalDLC,1,NavalDLC/ModuleData/module_strings.xml,文化称呼与专名音译修订
G00229,P0,舰船航海,Fortune,幸运,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00230,P0,舰船航海,Fox,狐,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00231,P0,舰船航海,Fragrance,芬芳,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00232,P0,舰船航海,Free the Sea Hounds' captives,解救海狼的俘虏,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00233,P0,舰船航海,Free yourself,挣脱束缚,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC_View.xml,文化称呼与专名音译修订
G00234,P0,舰船航海,Frost-Giant,霜巨人,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00235,P0,舰船航海,Fryr's Pocket-Contents,弗莱尔的口袋,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00236,P0,舰船航海,Fury of Erlik,厄尔利克之怒,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00237,P0,舰船航海,Fyrger,菲尔格,舰船航海,NavalDLC,1,NavalDLC/ModuleData/module_strings.xml,文化称呼与专名音译修订
G00238,P0,舰船航海,Gale-Rider,御风者,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00239,P0,舰船航海,Gather Reinforcements,集结援军,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00240,P0,舰船航海,Gatopard,豹猫,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00241,P0,舰船航海,Gazelle,羚羊,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00242,P0,舰船航海,Get ready to board…,准备接舷……,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00243,P0,舰船航海,Ghibli,热风,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00244,P0,舰船航海,Ghost,幽灵,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00245,P0,舰船航海,Ghost Ship,幽灵船,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00246,P0,舰船航海,Ghula's Kiss,古拉之吻,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00247,P0,舰船航海,Ghurab,古拉布,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_hulls.xml,文化称呼与专名音译修订
G00248,P0,舰船航海,Giant,贾恩特号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00249,P0,舰船航海,Gift of Bura Khan,布拉汗之赐号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00250,P0,舰船航海,Gilded Purse,吉尔德珀斯号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00251,P0,舰船航海,Give,吉夫号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/module_strings.xml,文化称呼与专名音译修订
G00252,P0,舰船航海,Give Back,吉夫巴克号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/module_strings.xml,文化称呼与专名音译修订
G00253,P0,舰船航海,Give preference to infantry troops,优先步兵,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC_ViewModelCollection.xml,文化称呼与专名音译修订
G00254,P0,舰船航海,Give preference to ranged troops,优先远程,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC_ViewModelCollection.xml,文化称呼与专名音译修订
G00255,P0,舰船航海,Go to the port,前往港口,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00256,P0,舰船航海,Go to the Skatria Islands,前往斯卡特里亚群岛,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00257,P0,舰船航海,Go to the town center,前往镇中心,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00258,P0,舰船航海,Golden Dromedary,戈尔登德罗默达里号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00259,P0,舰船航海,Golden Eel,戈尔登伊尔号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00260,P0,舰船航海,Golden Mermaid,戈尔登默梅德号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00261,P0,舰船航海,Golden Rukh,戈尔登鲁克号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00262,P0,舰船航海,Good King Bonneric,古德金博内里克,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00263,P0,舰船航海,Grapeshot Ballista,格雷普肖特巴利斯塔号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_upgrade_pieces.xml,文化称呼与专名音译修订
G00264,P0,舰船航海,Great Tethys,格雷特泰西斯号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00265,P0,舰船航海,Griffin,格里芬号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00266,P0,舰船航海,Guardian of the Lake,加迪安奥夫瑟莱克号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00267,P0,舰船航海,Guiding Star,盖丁斯塔尔号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00268,P0,舰船航海,Gull,加尔号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00269,P0,舰船航海,Gunnar's Longship,贡纳朗希普号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_hulls.xml,文化称呼与专名音译修订
G00270,P0,舰船航海,Gunnar's Skill,贡纳斯吉尔号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00271,P0,舰船航海,Haboob,哈布布号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00272,P0,舰船航海,Hailing point,海灵波因特号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00273,P0,舰船航海,Hare,海尔号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/Languages/std_NavalDLC.xml,文化称呼与专名音译修订
G00274,P0,舰船航海,Hargard River,哈加德河,舰船航海,NavalDLC,1,NavalDLC/ModuleData/naval_custom_battle_scenes.xml,文化称呼与专名音译修订
G00275,P0,舰船航海,Heavy,赫维号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/module_strings.xml,文化称呼与专名音译修订
G00276,P0,舰船航海,Heavy Iron Ballista,赫维艾恩巴利斯塔号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_upgrade_pieces.xml,文化称呼与专名音译修订
G00277,P0,舰船航海,Heavy Reinforced Ram,赫维雷因福斯特拉姆号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_upgrade_pieces.xml,文化称呼与专名音译修订
G00278,P0,舰船航海,Heavy Stone Ballista,赫维斯通巴利斯塔号,舰船航海,NavalDLC,1,NavalDLC/ModuleData/ship_upgrade_pieces.xml,文化称呼与专名音译修订
