行号,范围,模块,分类,子分类,来源文件,XML路径,记录标签,记录ID,字段,字符串ID,英文原文,中文译文,翻译状态
39895,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[93],NPCCharacter,spc_wanderer_nord_0n,attr:name,egl6AesM,{FIRSTNAME} Wave-Breaker,{FIRSTNAME}·韦夫布雷克,已翻译
39896,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[94],NPCCharacter,spc_wanderer_nord_1n,attr:name,Y9NpqqQu,{FIRSTNAME} Trolldaughter,{FIRSTNAME}·巨魔之女,已翻译
39897,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[95],NPCCharacter,spc_wanderer_nord_2n,attr:name,MfnZpdYk,{FIRSTNAME} of the River,{FIRSTNAME}·河畔,已翻译
39898,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[96],NPCCharacter,spc_wanderer_nord_3n,attr:name,2F7ogNWD,{FIRSTNAME} Empty-Pockets,{FIRSTNAME}·空囊,已翻译
39899,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[97],NPCCharacter,spc_wanderer_nord_4n,attr:name,xEkSwZML,{FIRSTNAME} the Restless,{FIRSTNAME}·不安,已翻译
39900,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[98],NPCCharacter,spc_wanderer_empire_0n,attr:name,YDaO8MAc,{FIRSTNAME} the Shipwright,{FIRSTNAME}·造船匠,已翻译
39901,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[99],NPCCharacter,spc_wanderer_aserai_0n,attr:name,sOYrkdtV,{FIRSTNAME} the Navigator,{FIRSTNAME}·领航员,已翻译
39902,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[100],NPCCharacter,spc_wanderer_vlandia_0n,attr:name,5pg6xOMt,{FIRSTNAME} the Fisherman,{FIRSTNAME}·渔夫,已翻译
39903,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[101],NPCCharacter,spc_notable_nord_0,attr:name,,Cautious Nord Merchant,谨慎诺德商人,已翻译
39904,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[102],NPCCharacter,spc_notable_nord_0b,attr:name,,Caustic Nord Merchant,刻薄诺德商人,已翻译
39905,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[103],NPCCharacter,spc_notable_nord_1,attr:name,,Curt Nord Merchant,粗鲁诺德商人,已翻译
39906,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[104],NPCCharacter,spc_notable_nord_2,attr:name,,Adventurous Nord Merchant,冒险诺德商贾,已翻译
39907,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[105],NPCCharacter,spc_notable_nord_2b,attr:name,,Honest Nord Merchant,诚实诺德商人,已翻译
39908,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[106],NPCCharacter,spc_notable_nord_3b,attr:name,,Affable Nord Merchant,和蔼诺德商贾,已翻译
39909,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[107],NPCCharacter,spc_notable_nord_3,attr:name,,Honorable Female Nord Merchant,正直诺德女商,已翻译
39910,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[108],NPCCharacter,spc_notable_nord_3c,attr:name,,Devious Female Nord Merchant,狡诈诺德女商,已翻译
39911,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[109],NPCCharacter,spc_notable_nord_4,attr:name,,Nord Seer,诺德先知,已翻译
39912,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[110],NPCCharacter,spc_notable_nord_5,attr:name,,Nord Female Mystic,诺德女秘术师,已翻译
39913,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[111],NPCCharacter,spc_notable_nord_6,attr:name,,Nord Gang Leader,诺德帮主,已翻译
39914,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[112],NPCCharacter,spc_notable_nord_7,attr:name,,Nord Female Gang Leader,诺德女帮主,已翻译
39915,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[113],NPCCharacter,spc_notable_nord_8,attr:name,,Nord Artisan,诺德工匠,已翻译
39916,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[114],NPCCharacter,spc_notable_nord_9,attr:name,,Nord Land Captain Gruff Notable,诺德陆战队长·粗犷名士,已翻译
39917,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[115],NPCCharacter,spc_notable_nord_10,attr:name,,Nord Land Captain Helpful Notable,诺德陆战队长·友善名士,已翻译
39918,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[116],NPCCharacter,spc_nord_headman_1,attr:name,,Nord Rebellious Headman,诺德叛逆族长,已翻译
39919,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[117],NPCCharacter,spc_nord_headman_2,attr:name,,Nord Conservative Headman,诺德保守族长,已翻译
39920,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[118],NPCCharacter,spc_nord_headman_3,attr:name,,Nord Devious Headman,诺德诡诈族长,已翻译
39921,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[119],NPCCharacter,tournament_template_nord_one_participant_set_v1,attr:name,,tournament_template_nord_one_participant_set_v1,tournament_template_nord_one_participant_set_v1,已翻译
39922,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[120],NPCCharacter,tournament_template_nord_one_participant_set_v2,attr:name,,tournament_template_nord_one_participant_set_v2,tournament_template_nord_one_participant_set_v2,已翻译
39923,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[121],NPCCharacter,tournament_template_nord_one_participant_set_v3,attr:name,,tournament_template_nord_one_participant_set_v3,tournament_template_nord_one_participant_set_v3,已翻译
39924,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[122],NPCCharacter,tournament_template_nord_two_participant_set_v1,attr:name,,tournament_template_nord_two_participant_set_v1,tournament_template_nord_two_participant_set_v1,已翻译
39925,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[123],NPCCharacter,tournament_template_nord_two_participant_set_v2,attr:name,,tournament_template_nord_two_participant_set_v2,tournament_template_nord_two_participant_set_v2,已翻译
39926,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[124],NPCCharacter,tournament_template_nord_two_participant_set_v3,attr:name,,tournament_template_nord_two_participant_set_v3,tournament_template_nord_two_participant_set_v3,已翻译
39927,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[125],NPCCharacter,tournament_template_nord_four_participant_set_v1,attr:name,,tournament_template_nord_four_participant_set_v1,tournament_template_nord_four_participant_set_v1,已翻译
39928,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[126],NPCCharacter,tournament_template_nord_four_participant_set_v2,attr:name,,tournament_template_nord_four_participant_set_v2,tournament_template_nord_four_participant_set_v2,已翻译
39929,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[127],NPCCharacter,tournament_template_nord_four_participant_set_v3,attr:name,,tournament_template_nord_four_participant_set_v3,tournament_template_nord_four_participant_set_v3,已翻译
39930,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[128],NPCCharacter,tournament_template_nord_four_participant_set_v4,attr:name,,tournament_template_nord_four_participant_set_v4,tournament_template_nord_four_participant_set_v4,已翻译
39931,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[129],NPCCharacter,villager_nord,attr:name,RYNeA8Wb,Nord Peasant,诺德农民,已翻译
39932,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[130],NPCCharacter,npc_wanderer_equipment_template_nord,attr:name,,wanderer_equipment,wanderer_equipment,已翻译
39933,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[131],NPCCharacter,npc_armed_wanderer_equipment_template_nord,attr:name,,wanderer_equipment,wanderer_equipment,已翻译
39934,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[132],NPCCharacter,npc_companion_equipment_template_nord,attr:name,,wanderer_equipment,wanderer_equipment,已翻译
39935,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[133],NPCCharacter,nord_troop_civilian_template_t1,attr:name,,nord_troop_civilian_template_t1,nord_troop_civilian_template_t1,已翻译
39936,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[134],NPCCharacter,nord_troop_civilian_template_t2,attr:name,,nord_troop_civilian_template_t2,诺德平民兵种模板二级,已翻译
39937,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[135],NPCCharacter,nord_troop_civilian_template_t3,attr:name,,nord_troop_civilian_template_t3,诺德平民兵种模板三级,已翻译
39938,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[136],NPCCharacter,nord_bat_template_medium,attr:name,,nord_noble_battle_equipment,诺德贵族战斗装备,已翻译
39939,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[137],NPCCharacter,nord_bat_template_lady,attr:name,,nord_battle_equipment_for_noncom_lady,诺德非战斗莱迪战斗装备,已翻译
39940,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[138],NPCCharacter,nord_bat_template_heavy,attr:name,,nord_bat_template_heavy,诺德赫维号战斗模板,已翻译
39941,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[139],NPCCharacter,nord_bat_template_flamboyant,attr:name,,nord_bat_template_flamboyant,诺德华丽战斗模板,已翻译
39942,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[140],NPCCharacter,nord_bat_template_woodsman,attr:name,,nord_bat_template_woodsman,诺德林务战斗模板,已翻译
39943,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[141],NPCCharacter,nord_civ_template_default,attr:name,,nord_civ_template_default,诺德默认平民模板,已翻译
39944,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[142],NPCCharacter,nord_civ_template_heavy,attr:name,,nord_unarmored_noble_equipment_heavy,诺德赫维号无甲贵族装备,已翻译
39945,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[143],NPCCharacter,nord_civ_template_flamboyant,attr:name,,nord_civilian_noble_equipment_flamboyant,诺德华丽平民贵族装备,已翻译
39946,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[144],NPCCharacter,nord_civ_template_woodsman,attr:name,,nord_civilian_noble_equipment_woodsman,诺德林务平民贵族装备,已翻译
39947,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[145],NPCCharacter,nord_noncom_template_default,attr:name,,nord_unarmored_noble_equipment_normal_lady,诺德普通莱迪无甲贵族装备,已翻译
39948,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[146],NPCCharacter,nord_noncom_template_flamboyant,attr:name,,nord_unarmored_noble_equipment_flamboyant_lady,诺德华丽莱迪无甲贵族装备,已翻译
39949,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[147],NPCCharacter,nord_noncom_template_woods,attr:name,,"Nord civilian sets for noncombatant ladies, woods",诺德非战斗女士林务平民套装,已翻译
39950,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[148],NPCCharacter,player_char_creation_nord,attr:name,,with two-handed swords,双手剑士,已翻译
39951,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[149],NPCCharacter,weapon_practice_stage_1_nord,attr:name,,Nord Weapon Dummy,诺德武器假人,已翻译
39952,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[150],NPCCharacter,weapon_practice_stage_2_nord,attr:name,,Nord Weapon Dummy,诺德武器假人,已翻译
39953,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[151],NPCCharacter,weapon_practice_stage_3_nord,attr:name,,Nord Weapon Dummy,诺德武器假人,已翻译
39954,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[152],NPCCharacter,gear_practice_dummy_nord,attr:name,,Nord Gear Dummy,诺德装备假人,已翻译
39955,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[153],NPCCharacter,southern_pirates_bandit,attr:name,oobPBaES,Corsair,海盗,已翻译
39956,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[154],NPCCharacter,southern_pirates_raider,attr:name,G0WiDbiD,Corsair Warrior,海盗勇士,已翻译
39957,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[155],NPCCharacter,southern_pirates_chief,attr:name,QyUn1TZi,Corsair Chief,海盗头目,已翻译
39964,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[166],NPCCharacter,shipwright_nord,attr:name,tbiyNgAh,Shipwright,舰船匠,已翻译
39965,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[167],NPCCharacter,vlandian_fortune_seekers,attr:name,aP3GSsUn,Vlandian Merchant,瓦兰迪亚商人,已翻译
39966,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[168],NPCCharacter,sea_hounds_pups,attr:name,0l0Uz1X7,Sea Nippers,海钳,已翻译
39967,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[169],NPCCharacter,naval_storyline_alley_fight_enemy,attr:name,fszcRbiL,Sea Hound Recruit,海豪恩德号团新兵,已翻译
39968,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[170],NPCCharacter,sea_hounds,attr:name,tBsXD1DV,Sea Hound Ruffian,海豪恩德号团恶棍,已翻译
39969,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[171],NPCCharacter,sea_hounds_marksman,attr:name,HfjfbkIE,Sea Hound Marksman,海豪恩德号团神射手,已翻译
39970,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[172],NPCCharacter,gangradirs_kin_melee,attr:name,aG90vdQd,Beinlandsk Fyrdman,北地菲尔德民兵,已翻译
39971,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[173],NPCCharacter,gangradirs_kin_ranged,attr:name,yzeYF7CB,Beinlandsk Archer,北地弓手,已翻译
39972,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[174],NPCCharacter,vlandian_marine_t4,attr:name,TDjXoPkn,Vlandian Seasoned Seafarer,瓦兰迪亚老练航海者,已翻译
39973,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[175],NPCCharacter,vlandian_marine_t5,attr:name,bjUztSDg,Vlandian Nauta,瓦兰迪亚水手,已翻译
39974,战帆DLC,NavalDLC,角色人物,naval_characters.xml,NavalDLC/ModuleData/naval_characters.xml,/NPCCharacters[1]/NPCCharacter[176],NPCCharacter,aserai_marine_t4,attr:name,eba8yK7l,Aserai Veteran Sailor,阿塞莱老练塞尔手,已翻译
