行号,范围,模块,分类,子分类,来源文件,XML路径,记录标签,记录ID,字段,字符串ID,英文原文
34369,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[86],NPCCharacter,spc_notable_empire_gl4,attr:name,,Bestial male imperial gang leader
34370,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[87],NPCCharacter,spc_notable_empire_12,attr:name,,Female imperial gang leader
34371,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[88],NPCCharacter,spc_notable_empire_13,attr:name,,Menacing female imperial gang leader
34372,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[89],NPCCharacter,spc_notable_empire_21,attr:name,,Empire gruff rural notable
34373,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[90],NPCCharacter,spc_notable_empire_22,attr:name,,Empire rural notable agreeable
34374,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[91],NPCCharacter,spc_empire_headman_1,attr:name,,empire rebellious headman
34375,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[92],NPCCharacter,spc_empire_headman_2,attr:name,,empire conservative headman
34376,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[93],NPCCharacter,spc_empire_headman_3,attr:name,,empire devious headman
34377,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[94],NPCCharacter,spc_notable_aserai_0,attr:name,,{FIRSTNAME} the Dateseller
34378,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[95],NPCCharacter,spc_notable_aserai_0b,attr:name,,{FIRSTNAME} the Minter
34379,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[96],NPCCharacter,spc_notable_aserai_1,attr:name,,{FIRSTNAME} the Coppermonger
34380,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[97],NPCCharacter,spc_notable_aserai_1b,attr:name,,{FIRSTNAME} the Incensemonger
34381,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[98],NPCCharacter,spc_notable_aserai_2,attr:name,,{FIRSTNAME} the Woolseller
34382,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[99],NPCCharacter,spc_notable_aserai_2b,attr:name,,{FIRSTNAME} the Appraiser
34383,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[100],NPCCharacter,spc_notable_aserai_3,attr:name,,{FIRSTNAME} the Caravanser
34384,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[101],NPCCharacter,spc_notable_aserai_3b,attr:name,,{FIRSTNAME} the Benefactor
34385,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[102],NPCCharacter,spc_notable_aserai_4,attr:name,,Aserai rebellious preacher
34386,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[103],NPCCharacter,spc_notable_aserai_5,attr:name,,Aserai fire-and-brimstone preacher
34387,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[104],NPCCharacter,spc_notable_aserai_6,attr:name,,Aserai female preacher
34388,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[105],NPCCharacter,spc_notable_aserai_7,attr:name,,Aserai fitiwi
34389,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[106],NPCCharacter,spc_notable_aserai_8,attr:name,,Aserai fitiwi
34390,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[107],NPCCharacter,spc_notable_aserai_9,attr:name,,Fearsome female Aserai gang leader
34391,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[108],NPCCharacter,spc_notable_aserai_10,attr:name,,Aserai artisan leader
34392,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[109],NPCCharacter,spc_notable_aserai_11,attr:name,,Aserai earnest umda rural notable
34393,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[110],NPCCharacter,spc_notable_aserai_12,attr:name,,Aserai quiet umda rural notable
34394,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[111],NPCCharacter,spc_aserai_headman_1,attr:name,,Aserai rebellious headman
34395,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[112],NPCCharacter,spc_aserai_headman_2,attr:name,,Aserai conservative headman
34396,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[113],NPCCharacter,spc_aserai_headman_3,attr:name,,Aserai devious headman
34397,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[114],NPCCharacter,spc_notable_sturgia_0,attr:name,,Cautious Sturgian merchant
34398,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[115],NPCCharacter,spc_notable_sturgia_0b,attr:name,,Caustic sturgian merchant
34399,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[116],NPCCharacter,spc_notable_sturgia_1,attr:name,,curt sturgian merchant
34400,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[117],NPCCharacter,spc_notable_sturgia_2,attr:name,,Adventurous sturgian merchant
34401,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[118],NPCCharacter,spc_notable_sturgia_2b,attr:name,,Honest Sturgian merchant
34402,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[119],NPCCharacter,spc_notable_sturgia_3b,attr:name,,Affable sturgian merchant
34403,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[120],NPCCharacter,spc_notable_sturgia_3,attr:name,,Honorable female sturgian merchant
34404,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[121],NPCCharacter,spc_notable_sturgia_3c,attr:name,,Devious female sturgian merchant
34405,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[122],NPCCharacter,spc_notable_sturgia_4,attr:name,,Sturgian seer
34406,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[123],NPCCharacter,spc_notable_sturgia_5,attr:name,,Sturgian female mystic
34407,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[124],NPCCharacter,spc_notable_sturgia_6,attr:name,,Sturgian gang leader
34408,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[125],NPCCharacter,spc_notable_sturgia_7,attr:name,,Sturgian female gang leader
34409,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[126],NPCCharacter,spc_notable_sturgia_8,attr:name,,Sturgian artisan
34410,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[127],NPCCharacter,spc_notable_sturgia_9,attr:name,,Sturgian land captain gruff notable
34411,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[128],NPCCharacter,spc_notable_sturgia_10,attr:name,,Sturgian land captain helpful notable
34412,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[129],NPCCharacter,spc_sturgia_headman_1,attr:name,,sturgia rebellious headman
34413,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[130],NPCCharacter,spc_sturgia_headman_2,attr:name,,sturgia conservative headman
34414,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[131],NPCCharacter,spc_sturgia_headman_3,attr:name,,sturgia devious headman
34415,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[132],NPCCharacter,spc_notable_vlandia_merch1,attr:name,,Ironic vlandia merchant
34416,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[133],NPCCharacter,spc_notable_vlandia_merch2,attr:name,,curt Vlandia merchant
34417,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[134],NPCCharacter,spc_notable_vlandia_merch3,attr:name,,Daring Vlandia merchant
34418,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[135],NPCCharacter,spc_notable_vlandia_merch4,attr:name,,Softspoken vlandia merchant
34419,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[136],NPCCharacter,spc_notable_vlandia_merch5,attr:name,,{FIRSTNAME} the Manciple
34420,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[137],NPCCharacter,spc_notable_vlandia_1,attr:name,,{FIRSTNAME} the Warehouser
34421,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[138],NPCCharacter,spc_notable_vlandia_1b,attr:name,,{FIRSTNAME} the Heiress
34422,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[139],NPCCharacter,spc_notable_vlandia_2,attr:name,,Puritan male preacher
34423,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[140],NPCCharacter,spc_notable_vlandia_3,attr:name,,Rebellious female preacher
34424,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[141],NPCCharacter,spc_vlandia_gangleader_1,attr:name,,Standard male gang leader
34425,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[142],NPCCharacter,spc_vlandia_gangleader_2,attr:name,,Female gang leader
34426,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[143],NPCCharacter,spc_vlandia_gangleader_3,attr:name,,Male gang leader
34427,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[144],NPCCharacter,spc_notable_vlandia_artisan_1,attr:name,,Vlandian artisan 1
34428,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[145],NPCCharacter,spc_notable_vlandia_artisan_2,attr:name,,Vlandian artisan 2
34429,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[146],NPCCharacter,spc_notable_vlandia_rural_1,attr:name,,Vlandian yeoman
34430,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[147],NPCCharacter,spc_notable_vlandia_rural_2,attr:name,,Vlandian yeoman
34431,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[148],NPCCharacter,spc_vlandia_headman_1,attr:name,,vlandia rebellious headman
34432,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[149],NPCCharacter,spc_vlandia_headman_2,attr:name,,vlandia conservative headman
34433,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[150],NPCCharacter,spc_vlandia_headman_3,attr:name,,vlandia devious headman
34434,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[151],NPCCharacter,spc_notable_battania_merchant_1,attr:name,,Cautious Batannia merchant
34435,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[152],NPCCharacter,spc_notable_battania_0b,attr:name,,{FIRSTNAME} the Measurer
34436,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[153],NPCCharacter,spc_notable_battania_0c,attr:name,,{FIRSTNAME} the Swiftspeaker
34437,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[154],NPCCharacter,spc_notable_battania_0d,attr:name,,{FIRSTNAME} the Woolseller
34438,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[155],NPCCharacter,spc_notable_battania_0e,attr:name,,{FIRSTNAME} the Appraiser
34439,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[156],NPCCharacter,spc_notable_battania_1,attr:name,,{FIRSTNAME} the Orphan
34440,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[157],NPCCharacter,spc_notable_battania_1b,attr:name,,{FIRSTNAME} the Freedwoman
34441,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[158],NPCCharacter,spc_notable_battania_2,attr:name,,Battanian mystic
34442,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[159],NPCCharacter,spc_notable_battania_3,attr:name,,Female preacher
34443,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[160],NPCCharacter,spc_notable_battania_4,attr:name,,Standard male gang leader
34444,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[161],NPCCharacter,spc_notable_battania_5,attr:name,,Female gang leader
34445,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[162],NPCCharacter,spc_notable_rural_notable_1,attr:name,,Battania rural notable Fergus
34446,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[163],NPCCharacter,spc_battania_rural_notable_2,attr:name,,Battania proud rural notable
34447,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[164],NPCCharacter,spc_battania_artisan_1,attr:name,,battania rebellious artisan
34448,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[165],NPCCharacter,spc_battania_artisan_2,attr:name,,battania conservative artisan
34449,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[166],NPCCharacter,spc_battania_artisan_3,attr:name,,battania devious artisan
34450,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[167],NPCCharacter,spc_battania_headman_1,attr:name,,battania rebellious headman
34451,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[168],NPCCharacter,spc_battania_headman_2,attr:name,,battania conservative headman
34452,原版,SandBox,角色人物,spspecialcharacters.xml,SandBox/ModuleData/spspecialcharacters.xml,/NPCCharacters[1]/NPCCharacter[169],NPCCharacter,spc_battania_headman_3,attr:name,,battania devious headman
